"","Country.name","UHC.index.of.service.coverage..SCI.","UHC.SCI.components..Reproductive..maternal..newborn.and.child.health","UHC.SCI.components...Infectious.diseases","UHC.SCI.components..Noncommunicable.diseases","UHC.SCI.components..Service.capacity.and.access","Year","Life.Ladder","Log.GDP.per.capita","Social.support","Healthy.life.expectancy.at.birth","Freedom.to.make.life.choices","Generosity","Perceptions.of.corruption","Positive.affect","Negative.affect","Confidence.in.national.government","Democratic.Quality","Delivery.Quality","Standard.deviation.of.ladder.by.country.year","Standard.deviation.Mean.of.ladder.by.country.year","GINI.index..World.Bank.estimate.","GINI.index..World.Bank.estimate...average.2000.16","gini.of.household.income.reported.in.Gallup..by.wp5.year","Most.people.can.be.trusted..Gallup","Most.people.can.be.trusted..WVS.round.1981.1984","Most.people.can.be.trusted..WVS.round.1989.1993","Most.people.can.be.trusted..WVS.round.1994.1998","Most.people.can.be.trusted..WVS.round.1999.2004","Most.people.can.be.trusted..WVS.round.2005.2009","Most.people.can.be.trusted..WVS.round.2010.2014","Completeness of birth registration, female (%)","Completeness of birth registration, male (%)","GDP per capita (constant 2010 US$)","Gini index (World Bank estimate)","Population density (people per sq. km of land area)","Research and development expenditure (% of GDP)"
"59","Kenya",55,71,49,69,39,2017,4.47565412521362,8.00404071807861,0.714604318141937,59.5,0.853394389152527,0.249233558773994,0.854000389575958,0.788452208042145,0.230210304260254,0.63786256313324,-0.643422961235046,-0.478327602148056,2.5323634147644,0.565808534622192,NA,0.4365,0.521331965923309,NA,NA,NA,NA,NA,NA,NA,"..","..","1156.42529688802","..","88.2409828864603",".."
"60","Kuwait",76,83,76,57,95,2017,6.09390544891357,11.0902719497681,0.853491306304932,66.5,0.884181618690491,-0.0390139408409595,NA,0.692071914672852,0.307320803403854,NA,-0.323726534843445,-0.114577859640121,2.35575318336487,0.386575281620026,NA,NA,0.591861426830292,NA,NA,NA,NA,NA,NA,0.291536062955856,"..","..","33359.427780449","..","227.614983164983","0.08118"
"61","Latvia",71,88,65,47,97,2017,5.97781753540039,10.1291818618774,0.895098745822906,66.5,0.699520111083984,-0.158590495586395,0.798378109931946,0.623312771320343,0.23175311088562,0.264000505208969,0.628388106822968,0.88166081905365,1.81480312347412,0.303589582443237,NA,0.360333333333333,0.36218523979187,NA,NA,NA,0.239166662096977,NA,NA,NA,"100","100","15429.7034595086","35.6","31.2358957864265","0.51012"
"62","Lebanon",73,74,73,57,93,2017,5.15398979187012,9.50058650970459,0.776583015918732,66.5999984741211,0.604554176330566,-0.072667308151722,0.910727262496948,0.515443921089172,0.243549212813377,0.217718094587326,-1.0853613615036,-0.661101758480072,1.92976760864258,0.374422073364258,NA,0.318,0.326644003391266,NA,NA,NA,NA,NA,NA,0.0983333364129066,"..","..","6370.88908197727","..","665.872238514174",".."
"63","Lesotho",48,77,46,57,28,2017,3.79530072212219,7.95547866821289,0.768551647663116,47.2999992370605,0.756505191326141,-0.153132945299149,0.796859443187714,0.746201753616333,0.255303084850311,0.69529914855957,-0.105936452746391,-0.368156135082245,2.84377694129944,0.749288976192474,NA,0.529,0.591477990150452,NA,NA,NA,NA,NA,NA,NA,"..","..","1391.93653128651","44.9","68.8870882740448",".."
"64","Liberia",39,64,26,61,22,2017,4.4244909286499,6.62378358840942,0.684866845607758,55.2999992370605,0.733389914035797,0.0354487560689449,0.866806387901306,0.667946457862854,0.391330540180206,0.554991543292999,-0.216689959168434,-0.992483615875244,3.39373993873596,0.767035126686096,NA,0.3485,0.590849876403809,NA,NA,NA,NA,NA,NA,NA,"..","..","548.010538342081","..","48.8188122923588",".."
"65","Libya",64,66,50,61,86,2017,5.64685249328613,9.79152202606201,0.822758793830872,62.2999992370605,0.77869588136673,-0.0530385933816433,0.673065543174744,0.69704931974411,0.379374176263809,NA,-1.88445258140564,-1.84039950370789,2.50778794288635,0.444103688001633,NA,NA,0.586069345474243,NA,NA,NA,NA,NA,NA,0.100856393575668,"..","..","7085.81214934763","..","3.74002523386794",".."
"66","Lithuania",73,86,67,54,92,2017,6.27294063568115,10.2929677963257,0.926316618919373,66.6999969482422,0.749307334423065,-0.177641674876213,0.789709866046906,0.607613146305084,0.195118829607964,0.321247279644012,0.882906198501587,0.920204639434814,2.17580437660217,0.346855580806732,NA,0.355,0.428504139184952,NA,NA,NA,0.213082253932953,NA,NA,NA,"100","100","16855.421404482","37.3","45.151861559541","0.89808"
"67","Luxembourg",83,94,78,68,96,2017,7.0613808631897,11.4540023803711,0.905435502529144,72.5999984741211,0.902821719646454,0.0395547822117805,0.330173581838608,0.765816867351532,0.184467002749443,0.73892205953598,1.42865931987762,1.77440595626831,1.42447590827942,0.201727673411369,NA,0.316076923076923,0.292349696159363,NA,NA,NA,NA,NA,NA,NA,"100","100","109452.960045415","34.9","245.405761316872","1.30327"
"68","Madagascar",28,55,11,64,15,2017,4.07862043380737,7.25590133666992,0.626331984996796,58.7000007629395,0.570347905158997,-0.0296923574060202,0.847260773181915,0.751698076725006,0.374838024377823,0.541916131973267,-0.337169587612152,-0.934928178787231,2.32891488075256,0.571005523204803,NA,0.43075,0.578316509723663,NA,NA,NA,NA,NA,NA,NA,"..","..","481.383147878006","..","43.9507390855964","0.01465"
"69","Malawi",46,72,47,69,19,2017,3.41686296463013,6.99854803085327,0.555422723293304,56.9000015258789,0.847920775413513,0.0174410622566938,0.734636604785919,0.6086665391922,0.312088340520859,0.620332539081573,-0.151014924049377,-0.610420644283295,2.76029324531555,0.807844281196594,NA,0.427,0.574055969715118,NA,NA,NA,NA,NA,NA,NA,"..","..","512.645612270701","..","187.423207467119",".."
"70","Mali",38,50,42,64,15,2017,4.74185037612915,7.60802984237671,0.741359412670135,51.2000007629395,0.753213346004486,-0.0671203285455704,0.862655162811279,0.74183577299118,0.392784148454666,0.504820108413696,-1.08318889141083,-0.73065459728241,2.51166796684265,0.529680967330933,NA,0.372666666666667,0.549026548862457,NA,NA,NA,NA,NA,0.171557560563087,NA,"..","..","766.480325993156","..","15.1717306321147","0.29175"
"71","Malta",82,93,79,66,92,2017,6.67566585540771,10.5054321289062,0.937331795692444,72.1999969482422,0.923642933368683,0.247621223330498,0.690494537353516,0.720753371715546,0.302443116903305,0.752005159854889,1.21745634078979,1.04256558418274,1.99455034732819,0.298779249191284,NA,0.2911,0.419637620449066,NA,NA,NA,NA,NA,NA,NA,"100","100","27750.6767647128","29.2","1462.496875","0.58275"
"72","Mauritania",41,47,44,66,21,2017,4.67815971374512,8.18803119659424,0.77922523021698,56.7000007629395,0.527446806430817,-0.135666266083717,0.777314066886902,0.637107074260712,0.272321939468384,0.292109727859497,-0.709610879421234,-0.711579561233521,2.13054990768433,0.455424785614014,NA,0.36875,NA,NA,NA,NA,NA,NA,NA,NA,"..","..","1715.61075228775","..","4.15501503832347",".."
"73","Mauritius",63,69,53,52,80,2017,6.17411756515503,9.91801834106445,0.910142242908478,66.0999984741211,0.912307500839233,0.0779785960912704,0.818179905414581,0.74776017665863,0.168721184134483,0.614670753479004,0.892901718616486,0.693957209587097,2.24779057502747,0.364066690206528,NA,0.3575,0.41562682390213,NA,NA,NA,NA,NA,NA,NA,"..","..","10199.4793607429","36.8","622.962068965517","0.36636"
"74","Mexico",76,83,71,72,80,2017,6.41029930114746,9.7605676651001,0.799839377403259,68,0.86140513420105,-0.204242065548897,0.800893068313599,0.842642307281494,0.230990886688232,0.256953150033951,-0.362546622753143,-0.33081129193306,2.2362072467804,0.348845988512039,NA,0.4698,0.43877112865448,NA,0.176534801721573,0.305610567331314,0.294242173433304,0.207957416772842,0.154983922839165,0.124062031507492,"..","..","10301.357884657","..","64.1875171686515","0.32829"
"75","Mongolia",62,82,37,56,89,2017,5.33385038375854,9.37931060791016,0.924250781536102,62.0999984741211,0.674627423286438,0.104439713060856,0.864952206611633,0.675165295600891,0.213599517941475,0.2750583589077,0.554071605205536,-0.283345133066177,2.09516167640686,0.392804741859436,NA,0.334,0.389351516962051,NA,NA,NA,NA,NA,NA,NA,"..","..","3997.48587363243","..","2.00428628440485","0.13475"
"76","Montenegro",68,71,64,57,82,2017,5.6147985458374,9.70560264587402,0.881199836730957,68.3000030517578,0.62590628862381,-0.0820779651403427,0.755680024623871,0.519128143787384,0.349785089492798,0.35154989361763,0.0682956576347351,0.0946689024567604,2.20751190185547,0.393159598112106,NA,0.3094,0.352438509464264,NA,NA,NA,0.304166674613953,0.329245269298553,NA,NA,"..","..","7845.36812579149","..","46.2730855018587","0.34898"
"77","Morocco",70,73,73,67,70,2017,5.3124828338623,8.92065811157227,0.641193091869354,65.5999984741211,0.81425803899765,-0.227033942937851,0.840502440929413,0.559288203716278,0.322715908288956,NA,-0.530936360359192,-0.17383836209774,2.28716826438904,0.430527180433273,NA,0.402666666666667,0.527966916561127,NA,NA,NA,NA,0.230289399623871,0.129991501569748,0.124474346637726,"..","..","3305.41921976678","..","79.7250593771006",".."
"78","Mozambique",46,57,47,66,25,2017,4.27986335754395,7.03535890579224,0.678463697433472,53.2000007629395,0.822670519351959,-0.0249641239643097,0.682108938694,0.648381412029266,0.35317650437355,0.759234368801117,-0.699048221111298,-0.871083498001099,2.98501992225647,0.697456836700439,NA,0.488666666666667,0.608845353126526,NA,NA,NA,NA,NA,NA,NA,"..","..","588.741021995279","..","36.4315051247489",".."
"79","Myanmar",61,71,62,65,48,2017,4.15434169769287,8.62901973724365,0.795183837413788,58.7000007629395,0.886011838912964,0.629576742649078,0.618821501731873,0.745647490024567,0.282285541296005,0.824176549911499,-0.974802851676941,-0.848311066627502,2.23386597633362,0.537718415260315,NA,0.381,0.424162179231644,NA,NA,NA,NA,NA,NA,NA,"..","..","1482.6626633658","30.7","81.7397271390948","0.03186"
"80","Namibia",62,73,58,63,54,2017,4.44130611419678,9.16343879699707,0.828339040279388,56.2000007629395,0.810401856899261,-0.1966253221035,0.831302881240845,0.720678210258484,0.277252167463303,0.7458536028862,0.598779201507568,0.143256172537804,2.73977327346802,0.616884589195251,NA,0.611333333333333,0.602735936641693,NA,NA,NA,NA,NA,NA,NA,"..","..","6013.29344053503","..","2.91829489001445",".."
"81","Nepal",48,74,58,62,20,2017,4.73669242858887,7.80090188980103,0.816383302211761,62.4000015258789,0.845147609710693,0.144506737589836,0.770177125930786,0.570577025413513,0.37597793340683,0.559578537940979,-0.448143601417542,-0.755725800991058,2.46845364570618,0.521134436130524,NA,0.383,0.463746637105942,NA,NA,NA,NA,NA,NA,NA,"..","..","779.203968661492","..","192.724966864318",".."
"82","Netherlands",86,94,85,69,98,2017,7.45896530151367,10.7887525558472,0.936501324176788,72.1999969482422,0.920319736003876,0.244597196578979,0.363133639097214,0.852184891700745,0.184519842267036,0.669553637504578,1.24293279647827,1.89913022518158,1.31847989559174,0.176764443516731,NA,0.286333333333333,0.441935479640961,NA,NA,NA,NA,NA,0.435723453760147,0.661756992340088,"100","100","53942.0850857826","28.5","508.497951914515","1.98308"
"83","New Zealand",87,91,81,76,99,2017,7.32718276977539,10.4936561584473,0.954920649528503,73,0.942279458045959,0.289705753326416,0.221887484192848,0.817431271076202,0.171716570854187,0.609015464782715,1.57500922679901,2.00467109680176,1.65033578872681,0.2252347022295,NA,NA,0.446442186832428,NA,NA,NA,0.483870953321457,NA,0.511602222919464,0.562273263931274,"100","100","37725.1211840437","..","18.2062967604724","1.3657"
"84","Nicaragua",73,82,62,77,73,2017,6.47635650634766,8.57950019836426,0.838043689727783,67.1999969482422,0.922162771224976,0.0103005412966013,0.672963321208954,0.849764168262482,0.308447897434235,0.590425193309784,-0.382219225168228,-0.706709802150726,2.65725326538086,0.410300642251968,NA,0.4795,0.442813009023666,NA,NA,NA,NA,NA,NA,NA,"..","..","1957.86957338844","..","53.0567974073459",".."
"85","Niger",37,54,35,65,15,2017,4.61567354202271,6.8308744430542,0.582109570503235,53,0.683557569980621,-0.0171520318835974,0.777660012245178,0.731161415576935,0.426522374153137,0.601117253303528,-0.858492195606232,-0.668969094753265,2.78039789199829,0.602381825447083,NA,0.36875,0.659296870231628,NA,NA,NA,NA,NA,NA,NA,"..","..","532.089279756722","..","17.0541343648851",".."
"86","Nigeria",42,40,37,78,27,2017,5.32192802429199,8.58269119262695,0.733468532562256,49.2999992370605,0.825905561447144,0.113835752010345,0.834891974925995,0.724990546703339,0.235968768596649,0.558790743350983,-1.14248657226562,-0.944861590862274,2.94790315628052,0.553916394710541,NA,0.4155,0.468599230051041,NA,NA,0.216783210635185,0.176875904202461,0.253214627504349,NA,0.150124371051788,"47","47","2412.36712511876","..","209.573559735169",".."
"87","Norway",87,95,85,71,100,2017,7.57874488830566,11.0790615081787,0.95012766122818,73.0999984741211,0.953016817569733,0.218105062842369,0.249711379408836,0.84909999370575,0.2029138058424,0.717159748077393,1.42263913154602,2.01339387893677,1.62172603607178,0.213983461260796,NA,0.272230769230769,0.32811313867569,NA,NA,NA,0.647737383842468,NA,0.7373046875,NA,"100","100","91549.0378687312","27","14.4525759458847","2.09343"
"88","Pakistan",45,63,31,54,38,2017,5.83087062835693,8.52411079406738,0.690263569355011,58.0999984741211,0.71265709400177,0.0300644934177399,0.71392822265625,0.586166977882385,0.308341085910797,0.557435154914856,-1.54695451259613,-0.670003950595856,1.77806794643402,0.30494037270546,NA,0.315125,0.4116450548172,NA,NA,NA,0.203742206096649,0.28150001168251,NA,0.227247044444084,"..","..","1155.36336715957","..","269.687481838937","0.23597"
"89","Panama",79,83,65,80,89,2017,6.5676589012146,10.0108623504639,0.911904811859131,69.5,0.899573504924774,-0.160123616456985,0.840777099132538,0.832688808441162,0.242319330573082,0.390996098518372,0.455257624387741,-0.026318185031414,2.67718768119812,0.40763196349144,NA,0.532647058823529,0.474342674016953,NA,NA,NA,NA,NA,NA,NA,"..","..","11530.0712587088","49.9","55.2430858218994","0.14699"
"90","Paraguay",69,85,58,72,63,2017,5.71329545974731,9.0855712890625,0.902042508125305,65.5,0.891171455383301,0.018430408090353,0.809900760650635,0.902772128582001,0.231783673167229,0.381784081459045,0.0375476442277431,-0.604874908924103,2.42846727371216,0.42505544424057,NA,0.5133125,0.447035610675812,NA,NA,NA,NA,NA,NA,NA,"69","69","5272.57579010939","48.8","17.2843241882708","0.14883"
"91","Peru",77,75,69,83,81,2017,5.71093654632568,9.41219520568848,0.830123364925385,67.8000030517578,0.826552152633667,-0.16386441886425,0.895384132862091,0.789390861988068,0.39387372136116,0.254595339298248,0.00847874581813812,-0.176697567105293,2.59431409835815,0.454271227121353,NA,0.479647058823529,0.479469627141953,NA,NA,NA,0.0487200655043125,0.105929382145405,0.0628909170627594,0.084029421210289,"..","..","6314.29143772856","43.3","24.56585703125","0.12101"
"92","Philippines",61,69,53,64,58,2017,5.5942702293396,8.9357967376709,0.851028561592102,61.7999992370605,0.925703108310699,-0.146240323781967,0.711165547370911,0.768981456756592,0.340621501207352,0.837730050086975,-0.577247142791748,-0.233417704701424,2.5971851348877,0.464258074760437,NA,NA,0.503399193286896,NA,NA,NA,0.0549999997019768,0.082936018705368,NA,0.0315181277692318,"91.2","92.3","3042.68677972991","..","352.72919475467",".."
"93","Poland",75,87,70,58,90,2017,6.20126819610596,10.211576461792,0.881854116916656,68.9000015258789,0.830842614173889,-0.127978220582008,NA,0.677435517311096,0.203387796878815,0.502480447292328,0.651249408721924,0.678492665290833,1.62744283676147,0.262437105178833,NA,NA,0.260087877511978,NA,NA,0.344665884971619,0.169124022126198,NA,0.181796342134476,0.222115889191628,"100","100","15845.2485992973","29.7","124.0237303635","1.03445"
"94","Portugal",82,92,81,61,97,2017,5.71149921417236,10.2377033233643,0.899984836578369,72.1999969482422,0.905065655708313,-0.177407518029213,0.880970537662506,0.649151086807251,0.294272571802139,0.50108814239502,1.14347434043884,1.06178605556488,2.20508670806885,0.3860784471035,NA,0.367538461538461,0.445528090000153,NA,NA,NA,NA,NA,NA,NA,"100","100","23380.6925860654","33.8","112.441821058412","1.32833"
"95","Romania",74,75,75,58,91,2017,6.08990478515625,10.0567750930786,0.811240136623383,66.9000015258789,0.838586688041687,-0.161854967474937,0.925658047199249,0.733730375766754,0.230836197733879,0.298341333866119,0.287310093641281,0.167793586850166,2.1412980556488,0.351614385843277,NA,0.3658,0.412117600440979,NA,NA,NA,0.179176762700081,NA,0.196664750576019,0.0769174173474312,"..","..","11029.250384322","36","85.132519123783","0.5039"
"96","Rwanda",57,63,71,71,33,2017,3.10837388038635,7.52521467208862,0.516550004482269,60.5,0.908114850521088,0.050674844533205,0.213757216930389,0.762161076068878,0.358309626579285,0.981398344039917,-0.541283249855042,0.292252868413925,2.12873125076294,0.684837579727173,NA,0.482,0.714647591114044,NA,NA,NA,NA,NA,0.0485695265233517,0.166339233517647,"..","..","802.749353175275","..","485.648034049453",".."
"97","Saudi Arabia",74,73,66,63,100,2017,6.29428243637085,10.8005018234253,0.840086281299591,66,0.814142167568207,-0.149060890078545,NA,0.774875700473785,0.305841892957687,NA,-1.14816844463348,0.17742432653904,2.50892305374146,0.398603498935699,NA,NA,0.451889485120773,NA,NA,NA,NA,0.505326211452484,NA,NA,"..","..","20693.941237821","..","15.3971721504031",".."
"98","Senegal",45,62,58,70,17,2017,4.68302488327026,7.81220817565918,0.743759334087372,59.2000007629395,0.686937034130096,-0.0310854036360979,0.82524186372757,0.745732069015503,0.290836066007614,0.610722780227661,0.135668605566025,-0.175471380352974,2.00763750076294,0.428705275058746,NA,0.402333333333333,0.436694502830505,NA,NA,NA,NA,NA,NA,NA,"75.7","79.1","1495.34188817617","..","80.0881992416766",".."
"99","Serbia",65,75,75,42,76,2017,5.12203121185303,9.55029773712158,0.883770406246185,67.8000030517578,0.684846341609955,-0.0773373767733574,0.851457834243774,0.509721219539642,0.326407074928284,0.511197984218597,0.109036274254322,-0.0916153118014336,2.3945095539093,0.467492192983627,NA,NA,0.366129755973816,NA,NA,NA,0.284375011920929,0.183333337306976,NA,NA,"..","..","6560.32319407277","36.2","80.275074319689","0.87353"
"100","Sierra Leone",39,69,36,62,15,2017,4.08956241607666,7.23727512359619,0.652287125587463,49.2000007629395,0.710613548755646,0.08671984821558,0.848398327827454,0.600368201732635,0.495040029287338,0.737516939640045,-0.0919802039861679,-0.87541389465332,2.59525918960571,0.634605586528778,NA,0.371,0.583586096763611,NA,NA,NA,NA,NA,NA,NA,"81","82","466.94506935512","..","103.746619562206",".."
"101","Singapore",86,90,77,78,100,2017,6.37843799591064,11.3566856384277,0.897349894046783,76.5,0.926127851009369,0.125963225960732,0.161790683865547,0.800114393234253,0.179324552416801,0.9269979596138,0.708121538162231,2.0691704750061,1.41807222366333,0.222322806715965,NA,NA,0.56490957736969,NA,NA,NA,NA,0.166693449020386,NA,0.373906046152115,"..","..","57378.8619656214","..","7915.73043612911","1.94431"
"102","Slovenia",79,92,77,59,92,2017,6.16683769226074,10.3545894622803,0.928187847137451,70.8000030517578,0.920862674713135,-0.027939947322011,0.828794717788696,0.61510968208313,0.285601437091827,0.239779725670815,0.949709475040436,0.896576881408691,1.98230063915253,0.321445256471634,NA,0.2495,0.359244138002396,NA,NA,NA,0.152929499745369,NA,0.175898924469948,0.199812382459641,"100","100","25721.8574436824","24.2","102.59100635951","1.86581"
"103","South Africa",69,79,62,58,80,2017,4.51365518569946,9.41693782806396,0.870313286781311,56.0999984741211,0.78742790222168,-0.137357383966446,0.86478191614151,0.784800708293915,0.26817524433136,0.423274219036102,0.184953197836876,0.123070932924747,2.41956949234009,0.536055445671082,NA,0.624,0.565037488937378,NA,0.290300071239471,0.282587260007858,0.175728797912598,0.115162752568722,NA,0.232811525464058,"..","..","7476.38632385801","..","46.987817062213","0.83215"
"104","South Sudan",31,28,26,69,18,2017,2.81662249565125,NA,0.556822657585144,51,0.456011086702347,NA,0.761269629001617,0.585602164268494,0.517363786697388,0.461550503969193,-2.13876938819885,-2.01849675178528,2.73683762550354,0.971673548221588,NA,0.463,0.703007578849792,NA,NA,NA,NA,NA,NA,NA,"..","..","..","..","..",".."
"105","Spain",83,93,79,65,98,2017,6.23017311096191,10.4420948028564,0.903158187866211,74.0999984741211,0.755560755729675,-0.0360333956778049,0.791268765926361,0.625055611133575,0.302387654781342,0.269585967063904,0.648078322410583,0.869333565235138,1.80572175979614,0.289834916591644,NA,0.345384615384615,0.378949552774429,NA,NA,0.292382955551147,0.286672651767731,0.326909840106964,0.198379635810852,0.190778955817223,"100","100","32282.9038470243","34.7","93.2678044400906","1.2058"
"106","Sri Lanka",66,78,57,74,58,2017,4.33094549179077,9.36469745635986,0.822770595550537,67,0.827077388763428,0.0882553830742836,0.844210028648376,0.794951617717743,0.269727528095245,0.517589926719666,-0.0619032233953476,-0.169688805937767,2.23037600517273,0.514985918998718,NA,0.3934,0.427296966314316,NA,NA,NA,NA,NA,NA,NA,"..","..","3860.15030770564","..","341.955031095519",".."
"107","Sweden",86,92,84,74,98,2017,7.28680467605591,10.7568235397339,0.914016783237457,72.5,0.934582114219666,0.163362830877304,0.239366918802261,0.813547790050507,0.175066828727722,0.559461951255798,1.27680206298828,1.92774713039398,1.77717685699463,0.243889734148979,NA,0.274153846153846,0.346856117248535,NA,0.570789635181427,NA,0.565906822681427,0.637184500694275,0.679727852344513,0.607827246189117,"100","100","57467.2499709708","28.8","24.6929807763129","3.39676"
"108","Switzerland",83,94,76,68,97,2017,7.47359323501587,10.9579763412476,0.949661374092102,73.8000030517578,0.924996912479401,0.175113409757614,0.316183477640152,0.773997068405151,0.195871487259865,0.819706737995148,1.38201141357422,1.96422481536865,1.54461562633514,0.206676438450813,NA,0.3281,0.295817792415619,NA,NA,0.265255481004715,0.378479093313217,NA,0.518936038017273,NA,"100","100","77684.0481752722","32.7","213.883991070172","3.37286"
"109","Tajikistan",68,66,64,57,88,2017,5.82923412322998,7.97140073776245,0.662693321704865,63.7999992370605,0.832002460956573,0.122264012694359,0.718336880207062,0.602667689323425,0.277725338935852,0.929793059825897,-1.1951756477356,-1.21636867523193,2.21285057067871,0.379612565040588,NA,0.3266,0.367954313755035,NA,NA,NA,NA,NA,NA,NA,"95.7","95.9","1024.8589537466","..","63.9834858419194","0.11536"
"110","Thailand",80,90,74,69,88,2017,5.9388952255249,9.69754981994629,0.877268731594086,67,0.922896802425385,0.205395460128784,0.883816778659821,0.816321790218353,0.231597617268562,0.605078816413879,-0.902155160903931,0.0459089726209641,2.24372243881226,0.377801328897476,NA,0.396692307692308,0.513357758522034,NA,NA,NA,NA,NA,0.415081977844238,0.324912518262863,"..","..","6135.47195990825","36.5","135.469196891699","1.00403"
"111","Togo",43,55,44,71,21,2017,4.36080503463745,7.26529932022095,0.507805228233337,54.2999992370605,0.716694414615631,-0.0424015447497368,0.725519597530365,0.614188969135284,0.425824254751205,0.484952360391617,-0.680795550346375,-0.833462834358215,2.49483060836792,0.572103202342987,NA,0.437666666666667,0.552189290523529,NA,NA,NA,NA,NA,NA,NA,"..","..","661.148125884982","..","141.542103327818",".."
"112","Trinidad and Tobago",74,80,67,71,78,2017,6.19185972213745,10.2668476104736,0.916029036045074,63.5,0.859140455722809,-0.00483250850811601,0.911336362361908,0.846467077732086,0.248098805546761,0.272540897130966,0.420911133289337,-0.046981118619442,2.27667689323425,0.367688715457916,NA,NA,0.415465384721756,NA,NA,NA,NA,NA,0.0382418520748615,0.0320320315659046,"..","..","15261.872265747","..","269.799610136452","0.09204"
"113","Tunisia",70,75,61,66,77,2017,4.124342918396,9.29185581207275,0.717381596565247,66.5999984741211,0.477956652641296,-0.230909779667854,0.868826746940613,0.420961886644363,0.377196848392487,0.250827312469482,-0.436561465263367,-0.128948360681534,2.2148175239563,0.537011027336121,NA,0.381,0.41451433300972,NA,NA,NA,NA,NA,NA,0.155186727643013,"..","..","4343.43987763926","..","73.5932221936148",".."
"114","Turkey",74,82,69,60,90,2017,5.607262134552,10.1317911148071,0.876467823982239,66.4000015258789,0.644434213638306,-0.242938563227654,0.670910537242889,0.449800908565521,0.312846124172211,0.586161255836487,-1.25201618671417,-0.0843498036265373,1.62632858753204,0.29003968834877,NA,0.4058,0.326897621154785,NA,NA,0.0980582535266876,0.0646637603640556,0.187986806035042,0.0485524535179138,0.118725448846817,"..","..","14874.7825351831","41.4","105.377768538129","0.96105"
"115","Turkmenistan",70,80,67,51,89,2017,5.22914886474609,9.70436668395996,0.908454895019531,61.7999992370605,0.72039920091629,0.0438731797039509,NA,0.520885109901428,0.349627673625946,NA,-1.15355396270752,-1.54598093032837,1.43217813968658,0.273883610963821,NA,NA,0.265776634216309,NA,NA,NA,NA,NA,NA,NA,"..","..","7318.06550054699","..","12.2521843678846",".."
"116","Uganda",45,69,44,72,19,2017,4.00051689147949,7.43703365325928,0.739956140518188,55.2999992370605,0.77234411239624,0.0690517872571945,0.815770030021667,0.703375637531281,0.400025725364685,0.655109107494354,-0.575335741043091,-0.53523713350296,2.67337942123413,0.668258488178253,NA,0.4322,0.6406369805336,NA,NA,NA,NA,0.0758722275495529,NA,NA,"..","..","910.269754897399","..","205.27860063834",".."
"117","Ukraine",68,73,62,59,79,2017,4.3110671043396,8.97390842437744,0.858324885368347,64.3000030517578,0.598875522613525,0.0171363689005375,0.936764001846313,0.59711217880249,0.234763830900192,0.110936529934406,-0.93636029958725,-0.568998098373413,2.25538349151611,0.523161292076111,NA,0.265,0.42114594578743,NA,NA,NA,0.287797927856445,NA,0.266814857721329,0.235055714845657,"..","..","2988.50421463927","26","77.389796129745","0.44839"
"118","United Arab Emirates",76,84,69,62,92,2017,7.03941965103149,11.1168184280396,0.835527360439301,66.9000015258789,0.962016642093658,0.199402540922165,NA,0.795034885406494,0.207598447799683,NA,-0.234493166208267,1.08554744720459,2.0300407409668,0.288381844758987,NA,NA,0.600683748722076,NA,NA,NA,NA,NA,NA,NA,"..","..","41460.2834462501","..","133.584947901999",".."
"119","Uruguay",80,93,68,68,94,2017,6.33600997924805,9.93068504333496,0.913801670074463,68.9000015258789,0.897851645946503,-0.101414754986763,0.626581966876984,0.835861265659332,0.280323356389999,0.413032114505768,1.1146354675293,0.737920343875885,2.28859877586365,0.361205041408539,NA,0.427363636363636,0.399903923273087,NA,NA,NA,0.216404810547829,NA,0.284393072128296,0.144351467490196,"..","..","14437.384691164","39.5","19.635733059079","0.48393"
"120","Uzbekistan",73,84,66,64,81,2017,6.42144775390625,8.7408332824707,0.942131102085114,64.8000030517578,0.985177755355835,0.116510666906834,0.464641600847244,0.838989078998566,0.202737495303154,0.964690446853638,-1.03715515136719,-1.02081418037415,2.36768889427185,0.368715733289719,NA,0.348,0.445986151695251,NA,NA,NA,NA,NA,NA,0.13922356069088,"..","..","2290.38132978901","..","76.1368124118477","0.15566"
"121","Zambia",53,70,49,69,34,2017,3.93277740478516,8.21317863464355,0.743753910064697,54.7999992370605,0.823168575763702,0.128904432058334,0.739540636539459,0.684623301029205,0.387188881635666,0.717004060745239,-0.114061392843723,-0.488385230302811,2.65028309822083,0.673896014690399,NA,0.5274,0.612799227237701,NA,NA,NA,NA,NA,0.11042945086956,NA,"..","..","1660.76114487421","..","22.6713945573656",".."
"122","Zimbabwe",54,72,50,68,35,2017,3.63830018043518,7.5494909286499,0.754147052764893,55,0.75282609462738,-0.0696697980165482,0.751208007335663,0.806428372859955,0.224051341414452,0.682646691799164,-0.988153278827667,-1.35086679458618,2.65684795379639,0.730244278907776,NA,0.432,0.581483781337738,NA,NA,NA,NA,0.116682939231396,NA,0.0829422697424889,"..","..","1263.32132215801","44.3","36.8017190125372",".."
